Knight Tour Path:
Step 1: (0, 0) -> a1
Step 27948: (111, 64) -> ¡112
Step 27949: (109, 65) -> ¢110
Step 27950: (107, 66) -> £108
Step 27951: (105, 67) -> ¤106
Step 27952: (103, 68) -> ¥104
Step 27953: (101, 69) -> ¦102
Step 27954: (99, 70) -> §100
Step 27955: (97, 71) -> ¨98
Step 27956: (95, 72) -> ©96
Step 27957: (93, 73) -> ª94
Step 27958: (91, 74) -> «92
Step 27959: (89, 75) -> ¬90
Step 27960: (87, 76) -> ­88
Step 27961: (85, 77) -> ®86
Step 27962: (83, 78) -> ¯84
Step 27963: (81, 79) -> °82
Step 27964: (80, 81) -> ²81
Step 27965: (78, 82) -> ³79
Step 27966: (76, 83) -> ´77
Step 27967: (74, 84) -> µ75
Step 27968: (72, 85) -> ¶73
Step 27969: (70, 86) -> ·71
Step 27970: (68, 87) -> ¸69
Step 27971: (66, 88) -> ¹67
Step 27972: (64, 89) -> º65
Step 27973: (62, 90) -> »63
Step 27974: (60, 91) -> ¼61
Step 27975: (58, 92) -> ½59
Step 27976: (56, 93) -> ¾57
Step 27977: (54, 94) -> ¿55
Step 27978: (52, 95) -> À53
Step 27979: (51, 97) -> Â52
Step 27980: (49, 98) -> Ã50
Step 27981: (47, 99) -> Ä48
Step 27982: (45, 100) -> Å46
Step 27983: (43, 101) -> Æ44
Step 27984: (41, 102) -> Ç42
Step 27985: (39, 103) -> È40
Step 27986: (37, 104) -> É38
Step 27987: (35, 105) -> Ê36
Step 27988: (34, 107) -> Ì35
Step 27989: (32, 108) -> Í33
Step 27990: (30, 109) -> Î31
Step 27991: (28, 110) -> Ï29
Step 27992: (26, 111) -> Ð27
Step 27993: (24, 112) -> Ñ25
Step 27994: (22, 113) -> Ò23
Step 27995: (21, 115) -> Ô22
Step 27996: (19, 116) -> Õ20
Step 27997: (17, 117) -> Ö18
Step 27998: (15, 118) -> ×16
Step 27999: (14, 120) -> Ù15
Step 28000: (16, 119) -> Ø17
Step 28001: (18, 118) -> ×19
Step 28002: (20, 117) -> Ö21
Step 28003: (19, 115) -> Ô20
Step 28004: (21, 114) -> Ó22
Step 28005: (23, 113) -> Ò24
Step 28006: (25, 112) -> Ñ26
Step 28007: (26, 110) -> Ï27
Step 28008: (28, 109) -> Î29
Step 28009: (30, 108) -> Í31
Step 28010: (32, 107) -> Ì33
Step 28011: (34, 106) -> Ë35
Step 28012: (36, 105) -> Ê37
Step 28013: (38, 104) -> É39
Step 28014: (40, 103) -> È41
Step 28015: (42, 102) -> Ç43
Step 28016: (44, 101) -> Æ45
Step 28017: (45, 99) -> Ä46
Step 28018: (47, 98) -> Ã48
Step 28019: (49, 97) -> Â50
Step 28020: (51, 96) -> Á52
Step 28021: (53, 95) -> À54
Step 28022: (55, 94) -> ¿56
Step 28023: (57, 93) -> ¾58
Step 28024: (59, 92) -> ½60
Step 28025: (61, 91) -> ¼62
Step 28026: (63, 90) -> »64
Step 28027: (65, 89) -> º66
Step 28028: (67, 88) -> ¹68
Step 28029: (69, 87) -> ¸70
Step 28030: (71, 86) -> ·72
Step 28031: (73, 85) -> ¶74
Step 28032: (75, 84) -> µ76
Step 28033: (77, 83) -> ´78
Step 28034: (79, 82) -> ³80
Step 28035: (81, 81) -> ²82
Step 28036: (83, 80) -> ±84
Step 28037: (85, 79) -> °86
Step 28038: (87, 78) -> ¯88
Step 28039: (89, 77) -> ®90
Step 28040: (91, 76) -> ­92
Step 28041: (93, 75) -> ¬94
Step 28042: (95, 74) -> «96
Step 28043: (97, 73) -> ª98
Step 28044: (99, 72) -> ©100
Step 28045: (101, 71) -> ¨102
Step 28046: (103, 70) -> §104
Step 28047: (105, 69) -> ¦106
Step 28048: (107, 68) -> ¥108
Step 28049: (109, 67) -> ¤110
Step 28050: (111, 66) -> £112
Step 28051: (113, 65) -> ¢114
Step 28052: (115, 64) -> ¡116
Step 28053: (114, 66) -> £115
Step 28054: (112, 65) -> ¢113
Step 28055: (110, 66) -> £111
Step 28056: (108, 67) -> ¤109
Step 28057: (106, 68) -> ¥107
Step 28058: (104, 69) -> ¦105
Step 28059: (102, 70) -> §103
Step 28060: (100, 71) -> ¨101
Step 28061: (98, 72) -> ©99
Step 28062: (96, 73) -> ª97
Step 28063: (94, 74) -> «95
Step 28064: (92, 75) -> ¬93
Step 28065: (90, 76) -> ­91
Step 28066: (88, 77) -> ®89
Step 28067: (86, 78) -> ¯87
Step 28068: (84, 79) -> °85
Step 28069: (82, 80) -> ±83
Step 28070: (81, 82) -> ³82
Step 28071: (79, 81) -> ²80
Step 28072: (77, 82) -> ³78
Step 28073: (75, 83) -> ´76
Step 28074: (74, 85) -> ¶75
Step 28075: (72, 86) -> ·73
Step 28076: (70, 87) -> ¸71
Step 28077: (68, 88) -> ¹69
Step 28078: (66, 89) -> º67
Step 28079: (64, 90) -> »65
Step 28080: (62, 91) -> ¼63
Step 28081: (60, 92) -> ½61
Step 28082: (58, 93) -> ¾59
Step 28083: (56, 94) -> ¿57
Step 28084: (54, 95) -> À55
Step 28085: (52, 96) -> Á53
Step 28086: (50, 97) -> Â51
Step 28087: (48, 98) -> Ã49
Step 28088: (46, 99) -> Ä47
Step 28089: (44, 100) -> Å45
Step 28090: (42, 101) -> Æ43
Step 28091: (40, 102) -> Ç41
Step 28092: (38, 103) -> È39
Step 28093: (37, 105) -> Ê38
Step 28094: (35, 106) -> Ë36
Step 28095: (33, 107) -> Ì34
Step 28096: (31, 108) -> Í32
Step 28097: (30, 110) -> Ï31
Step 28098: (28, 111) -> Ð29
Step 28099: (27, 113) -> Ò28
Step 28100: (25, 114) -> Ó26
Step 28101: (23, 115) -> Ô24
Step 28102: (21, 116) -> Õ22
Step 28103: (20, 118) -> ×21
Step 28104: (18, 117) -> Ö19
Step 28105: (20, 116) -> Õ21
Step 28106: (22, 115) -> Ô23
Step 28107: (24, 114) -> Ó25
Step 28108: (26, 113) -> Ò27
Step 28109: (27, 111) -> Ð28
Step 28110: (29, 110) -> Ï30
Step 28111: (31, 109) -> Î32
Step 28112: (33, 108) -> Í34
Step 28113: (35, 107) -> Ì36
Step 28114: (37, 106) -> Ë38
Step 28115: (39, 105) -> Ê40
Step 28116: (41, 104) -> É42
Step 28117: (43, 103) -> È44
Step 28118: (45, 102) -> Ç46
Step 28119: (46, 100) -> Å47
Step 28120: (48, 99) -> Ä49
Step 28121: (50, 98) -> Ã51
Step 28122: (52, 97) -> Â53
Step 28123: (54, 96) -> Á55
Step 28124: (56, 95) -> À57
Step 28125: (58, 94) -> ¿59
Step 28126: (60, 93) -> ¾61
Step 28127: (62, 92) -> ½63
Step 28128: (64, 91) -> ¼65
Step 28129: (66, 90) -> »67
Step 28130: (68, 89) -> º69
Step 28131: (70, 88) -> ¹71
Step 28132: (72, 87) -> ¸73
Step 28133: (74, 86) -> ·75
Step 28134: (76, 85) -> ¶77
Step 28135: (78, 84) -> µ79
Step 28136: (80, 83) -> ´81
Step 28137: (82, 82) -> ³83
Step 28138: (81, 80) -> ±82
Step 28139: (83, 79) -> °84
Step 28140: (85, 78) -> ¯86
Step 28141: (87, 77) -> ®88
Step 28142: (89, 76) -> ­90
Step 28143: (91, 75) -> ¬92
Step 28144: (93, 74) -> «94
Step 28145: (95, 73) -> ª96
Step 28146: (97, 72) -> ©98
Step 28147: (99, 71) -> ¨100
Step 28148: (101, 70) -> §102
Step 28149: (103, 69) -> ¦104
Step 28150: (105, 68) -> ¥106
Step 28151: (107, 67) -> ¤108
Step 28152: (109, 66) -> £110
Step 28153: (111, 65) -> ¢112
Step 28154: (113, 64) -> ¡114
Step 28155: (115, 63) ->  116
Step 28156: (117, 62) -> 118
Step 28157: (119, 61) -> 120
Step 28158: (121, 60) -> 122
Step 28159: (120, 58) -> 121
Step 28160: (122, 57) -> 123
Step 28161: (124, 56) -> 125
Step 28162: (126, 57) -> 127
Step 28163: (128, 58) -> 129
Step 28164: (129, 60) -> 130
Step 28165: (131, 61) -> 132
Step 28166: (133, 62) -> 134
Step 28167: (135, 63) ->  136
Step 28168: (137, 64) -> ¡138
Step 28169: (139, 65) -> ¢140
Step 28170: (141, 66) -> £142
Step 28171: (143, 67) -> ¤144
Step 28172: (145, 68) -> ¥146
Step 28173: (146, 70) -> §147
Step 28174: (147, 68) -> ¥148
Step 28175: (149, 69) -> ¦150
Step 28176: (150, 71) -> ¨151
Step 28177: (148, 70) -> §149
Step 28178: (146, 69) -> ¦147
Step 28179: (145, 67) -> ¤146
Step 28180: (143, 66) -> £144
Step 28181: (141, 65) -> ¢142
Step 28182: (139, 64) -> ¡140
Step 28183: (137, 63) ->  138
Step 28184: (135, 62) -> 136
Step 28185: (133, 61) -> 134
Step 28186: (131, 60) -> 132
Step 28187: (129, 59) -> 130
Step 28188: (127, 58) -> 128
Step 28189: (125, 57) -> 126
Step 28190: (123, 58) -> 124
Step 28191: (121, 59) -> 122
Step 28192: (119, 60) -> 120
Step 28193: (117, 61) -> 118
Step 28194: (119, 62) -> 120
Step 28195: (121, 61) -> 122
Step 28196: (122, 59) -> 123
Step 28197: (124, 58) -> 125
Step 28198: (126, 59) -> 127
Step 28199: (128, 60) -> 129
Step 28200: (130, 61) -> 131
Step 28201: (132, 62) -> 133
Step 28202: (134, 63) ->  135
Step 28203: (136, 64) -> ¡137
Step 28204: (138, 65) -> ¢139
Step 28205: (140, 66) -> £141
Step 28206: (142, 67) -> ¤143
Step 28207: (144, 68) -> ¥145
Step 28208: (145, 70) -> §146
Step 28209: (146, 68) -> ¥147
Step 28210: (148, 69) -> ¦149
Step 28211: (150, 70) -> §151
Step 28212: (152, 71) -> ¨153
Step 28213: (154, 72) -> ©155
Step 28214: (156, 73) -> ª157
Step 28215: (155, 75) -> ¬156
Step 28216: (153, 74) -> «154
Step 28217: (151, 73) -> ª152
Step 28218: (149, 72) -> ©150
Step 28219: (147, 71) -> ¨148
Step 28220: (145, 72) -> ©146
Step 28221: (144, 70) -> §145
Step 28222: (143, 68) -> ¥144
Step 28223: (142, 66) -> £143
Step 28224: (144, 67) -> ¤145
Step 28225: (145, 69) -> ¦146
Step 28226: (147, 70) -> §148
Step 28227: (149, 71) -> ¨150
Step 28228: (151, 72) -> ©152
Step 28229: (153, 73) -> ª154
Step 28230: (155, 74) -> «156
Step 28231: (157, 75) -> ¬158
Step 28232: (159, 76) -> ­160
Step 28233: (161, 77) -> ®162
Step 28234: (163, 78) -> ¯164
Step 28235: (165, 79) -> °166
Step 28236: (167, 80) -> ±168
Step 28237: (169, 81) -> ²170
Step 28238: (171, 82) -> ³172
Step 28239: (173, 83) -> ´174
Step 28240: (174, 85) -> ¶175
Step 28241: (176, 86) -> ·177
Step 28242: (178, 87) -> ¸179
Step 28243: (180, 88) -> ¹181
Step 28244: (182, 89) -> º183
Step 28245: (184, 90) -> »185
Step 28246: (186, 91) -> ¼187
Step 28247: (188, 92) -> ½189
Step 28248: (190, 93) -> ¾191
Step 28249: (192, 94) -> ¿193
Step 28250: (194, 95) -> À195
Step 28251: (196, 96) -> Á197
Step 28252: (198, 97) -> Â199
Step 28253: (200, 98) -> Ã201
Step 28254: (202, 99) -> Ä203
Step 28255: (204, 100) -> Å205
Step 28256: (206, 101) -> Æ207
Step 28257: (208, 102) -> Ç209
Step 28258: (210, 103) -> È211
Step 28259: (212, 104) -> É213
Step 28260: (214, 105) -> Ê215
Step 28261: (216, 106) -> Ë217
Step 28262: (218, 107) -> Ì219
Step 28263: (220, 108) -> Í221
Step 28264: (222, 109) -> Î223
Step 28265: (224, 110) -> Ï225
Step 28266: (226, 111) -> Ð227
Step 28267: (227, 113) -> Ò228
Step 28268: (229, 114) -> Ó230
Step 28269: (231, 115) -> Ô232
Step 28270: (233, 116) -> Õ234
Step 28271: (234, 118) -> ×235
Step 28272: (235, 116) -> Õ236
Step 28273: (233, 115) -> Ô234
Step 28274: (231, 114) -> Ó232
Step 28275: (229, 113) -> Ò230
Step 28276: (227, 112) -> Ñ228
Step 28277: (226, 110) -> Ï227
Step 28278: (224, 109) -> Î225
Step 28279: (225, 111) -> Ð226
Step 28280: (223, 110) -> Ï224
Step 28281: (221, 109) -> Î222
Step 28282: (219, 108) -> Í220
Step 28283: (217, 107) -> Ì218
Step 28284: (216, 105) -> Ê217
Step 28285: (214, 104) -> É215
Step 28286: (212, 103) -> È213
Step 28287: (210, 102) -> Ç211
Step 28288: (208, 101) -> Æ209
Step 28289: (206, 100) -> Å207
Step 28290: (204, 99) -> Ä205
Step 28291: (202, 98) -> Ã203
Step 28292: (200, 97) -> Â201
Step 28293: (198, 96) -> Á199
Step 28294: (196, 95) -> À197
Step 28295: (194, 94) -> ¿195
Step 28296: (192, 93) -> ¾193
Step 28297: (190, 92) -> ½191
Step 28298: (188, 91) -> ¼189
Step 28299: (186, 90) -> »187
Step 28300: (184, 89) -> º185
Step 28301: (182, 88) -> ¹183
Step 28302: (180, 87) -> ¸181
Step 28303: (178, 86) -> ·179
Step 28304: (176, 85) -> ¶177
Step 28305: (174, 84) -> µ175
Step 28306: (172, 83) -> ´173
Step 28307: (170, 82) -> ³171
Step 28308: (168, 81) -> ²169
Step 28309: (166, 80) -> ±167
Step 28310: (164, 79) -> °165
Step 28311: (162, 78) -> ¯163
Step 28312: (160, 77) -> ®161
Step 28313: (158, 76) -> ­159
Step 28314: (156, 75) -> ¬157
Step 28315: (154, 74) -> «155
Step 28316: (152, 73) -> ª153
Step 28317: (150, 72) -> ©151
Step 28318: (148, 71) -> ¨149
Step 28319: (149, 73) -> ª150
Step 28320: (151, 74) -> «152
Step 28321: (153, 75) -> ¬154
Step 28322: (155, 76) -> ­156
Step 28323: (157, 77) -> ®158
Step 28324: (159, 78) -> ¯160
Step 28325: (161, 79) -> °162
Step 28326: (163, 80) -> ±164
Step 28327: (165, 81) -> ²166
Step 28328: (167, 82) -> ³168
Step 28329: (169, 83) -> ´170
Step 28330: (171, 84) -> µ172
Step 28331: (173, 85) -> ¶174
Step 28332: (175, 86) -> ·176
Step 28333: (177, 87) -> ¸178
Step 28334: (179, 88) -> ¹180
Step 28335: (181, 89) -> º182
Step 28336: (183, 90) -> »184
Step 28337: (185, 91) -> ¼186
Step 28338: (187, 92) -> ½188
Step 28339: (189, 93) -> ¾190
Step 28340: (191, 94) -> ¿192
Step 28341: (193, 95) -> À194
Step 28342: (195, 96) -> Á196
Step 28343: (197, 97) -> Â198
Step 28344: (199, 98) -> Ã200
Step 28345: (201, 99) -> Ä202
Step 28346: (203, 100) -> Å204
Step 28347: (205, 101) -> Æ206
Step 28348: (207, 102) -> Ç208
Step 28349: (209, 103) -> È210
Step 28350: (211, 104) -> É212
Step 28351: (213, 105) -> Ê214
Step 28352: (215, 106) -> Ë216
Step 28353: (216, 108) -> Í217
Step 28354: (218, 109) -> Î219
Step 28355: (220, 110) -> Ï221
Step 28356: (222, 111) -> Ð223
Step 28357: (224, 112) -> Ñ225
Step 28358: (226, 113) -> Ò227
Step 28359: (228, 114) -> Ó229
Step 28360: (230, 115) -> Ô231
Step 28361: (232, 116) -> Õ233
Step 28362: (234, 117) -> Ö235
Step 28363: (236, 118) -> ×237
Step 28364: (238, 119) -> Ø239
Step 28365: (239, 121) -> Ú240
Step 28366: (237, 120) -> Ù238
Step 28367: (235, 119) -> Ø236
Step 28368: (233, 118) -> ×234
Step 28369: (234, 116) -> Õ235
Step 28370: (232, 115) -> Ô233
Step 28371: (230, 114) -> Ó231
Step 28372: (228, 113) -> Ò229
Step 28373: (226, 112) -> Ñ227
Step 28374: (224, 111) -> Ð225
Step 28375: (222, 110) -> Ï223
Step 28376: (220, 109) -> Î221
Step 28377: (218, 108) -> Í219
Step 28378: (216, 107) -> Ì217
Step 28379: (214, 106) -> Ë215
Step 28380: (212, 105) -> Ê213
Step 28381: (210, 104) -> É211
Step 28382: (209, 102) -> Ç210
Step 28383: (207, 101) -> Æ208
Step 28384: (205, 100) -> Å206
Step 28385: (203, 99) -> Ä204
Step 28386: (201, 98) -> Ã202
Step 28387: (199, 97) -> Â200
Step 28388: (197, 96) -> Á198
Step 28389: (195, 95) -> À196
Step 28390: (193, 94) -> ¿194
Step 28391: (191, 93) -> ¾192
Step 28392: (189, 92) -> ½190
Step 28393: (187, 91) -> ¼188
Step 28394: (185, 90) -> »186
Step 28395: (183, 89) -> º184
Step 28396: (181, 88) -> ¹182
Step 28397: (179, 87) -> ¸180
Step 28398: (177, 86) -> ·178
Step 28399: (175, 85) -> ¶176
Step 28400: (173, 84) -> µ174
Step 28401: (171, 83) -> ´172
Step 28402: (169, 82) -> ³170
Step 28403: (167, 81) -> ²168
Step 28404: (165, 80) -> ±166
Step 28405: (163, 79) -> °164
Step 28406: (161, 78) -> ¯162
Step 28407: (159, 77) -> ®160
Step 28408: (160, 79) -> °161
Step 28409: (162, 80) -> ±163
Step 28410: (164, 81) -> ²165
Step 28411: (166, 82) -> ³167
Step 28412: (168, 83) -> ´169
Step 28413: (170, 84) -> µ171
Step 28414: (172, 85) -> ¶173
Step 28415: (174, 86) -> ·175
Step 28416: (176, 87) -> ¸177
Step 28417: (178, 88) -> ¹179
Step 28418: (180, 89) -> º181
Step 28419: (182, 90) -> »183
Step 28420: (184, 91) -> ¼185
Step 28421: (186, 92) -> ½187
Step 28422: (188, 93) -> ¾189
Step 28423: (190, 94) -> ¿191
Step 28424: (192, 95) -> À193
Step 28425: (194, 96) -> Á195
Step 28426: (196, 97) -> Â197
Step 28427: (198, 98) -> Ã199
Step 28428: (200, 99) -> Ä201
Step 28429: (202, 100) -> Å203
Step 28430: (204, 101) -> Æ205
Step 28431: (206, 102) -> Ç207
Step 28432: (208, 103) -> È209
Step 28433: (209, 105) -> Ê210
Step 28434: (211, 106) -> Ë212
Step 28435: (213, 107) -> Ì214
Step 28436: (215, 108) -> Í216
Step 28437: (217, 109) -> Î218
Step 28438: (219, 110) -> Ï220
Step 28439: (221, 111) -> Ð222
Step 28440: (223, 112) -> Ñ224
Step 28441: (225, 113) -> Ò226
Step 28442: (227, 114) -> Ó228
Step 28443: (229, 115) -> Ô230
Step 28444: (231, 116) -> Õ232
Step 28445: (233, 117) -> Ö234
Step 28446: (235, 118) -> ×236
Step 28447: (236, 120) -> Ù237
Step 28448: (234, 119) -> Ø235
Step 28449: (232, 118) -> ×233
Step 28450: (230, 117) -> Ö231
Step 28451: (228, 116) -> Õ229
Step 28452: (226, 115) -> Ô227
Step 28453: (224, 114) -> Ó225
Step 28454: (225, 112) -> Ñ226
Step 28455: (223, 111) -> Ð224
Step 28456: (221, 110) -> Ï222
Step 28457: (219, 109) -> Î220
Step 28458: (217, 108) -> Í218
Step 28459: (215, 107) -> Ì216
Step 28460: (213, 106) -> Ë214
Step 28461: (211, 105) -> Ê212
Step 28462: (209, 104) -> É210
Step 28463: (207, 103) -> È208
Step 28464: (205, 102) -> Ç206
Step 28465: (203, 101) -> Æ204
Step 28466: (201, 100) -> Å202
Step 28467: (199, 99) -> Ä200
Step 28468: (197, 98) -> Ã198
Step 28469: (195, 97) -> Â196
Step 28470: (193, 96) -> Á194
Step 28471: (191, 95) -> À192
Step 28472: (189, 94) -> ¿190
Step 28473: (187, 93) -> ¾188
Step 28474: (185, 92) -> ½186
Step 28475: (183, 91) -> ¼184
Step 28476: (181, 90) -> »182
Step 28477: (179, 89) -> º180
Step 28478: (177, 88) -> ¹178
Step 28479: (175, 87) -> ¸176
Step 28480: (173, 86) -> ·174
Step 28481: (172, 84) -> µ173
Step 28482: (170, 83) -> ´171
Step 28483: (168, 82) -> ³169
Step 28484: (166, 81) -> ²167
Step 28485: (164, 80) -> ±165
Step 28486: (162, 79) -> °163
Step 28487: (160, 78) -> ¯161
Step 28488: (158, 77) -> ®159
Step 28489: (156, 76) -> ­157
Step 28490: (154, 75) -> ¬155
Step 28491: (152, 74) -> «153
Step 28492: (150, 73) -> ª151
Step 28493: (148, 72) -> ©149
Step 28494: (146, 71) -> ¨147
Step 28495: (147, 73) -> ª148
Step 28496: (149, 74) -> «150
Step 28497: (151, 75) -> ¬152
Step 28498: (153, 76) -> ­154
Step 28499: (155, 77) -> ®156
Step 28500: (157, 78) -> ¯158
Step 28501: (159, 79) -> °160
Step 28502: (161, 80) -> ±162
Step 28503: (163, 81) -> ²164
Step 28504: (165, 82) -> ³166
Step 28505: (167, 83) -> ´168
Step 28506: (169, 84) -> µ170
Step 28507: (171, 85) -> ¶172
Step 28508: (172, 87) -> ¸173
Step 28509: (174, 88) -> ¹175
Step 28510: (176, 89) -> º177
Step 28511: (178, 90) -> »179
Step 28512: (180, 91) -> ¼181
Step 28513: (182, 92) -> ½183
Step 28514: (184, 93) -> ¾185
Step 28515: (186, 94) -> ¿187
Step 28516: (188, 95) -> À189
Step 28517: (190, 96) -> Á191
Step 28518: (192, 97) -> Â193
Step 28519: (194, 98) -> Ã195
Step 28520: (196, 99) -> Ä197
Step 28521: (198, 100) -> Å199
Step 28522: (200, 101) -> Æ201
Step 28523: (202, 102) -> Ç203
Step 28524: (204, 103) -> È205
Step 28525: (206, 104) -> É207
Step 28526: (208, 105) -> Ê209
Step 28527: (210, 106) -> Ë211
Step 28528: (212, 107) -> Ì213
Step 28529: (214, 108) -> Í215
Step 28530: (216, 109) -> Î217
Step 28531: (218, 110) -> Ï219
Step 28532: (220, 111) -> Ð221
Step 28533: (222, 112) -> Ñ223
Step 28534: (224, 113) -> Ò225
Step 28535: (226, 114) -> Ó227
Step 28536: (228, 115) -> Ô229
Step 28537: (230, 116) -> Õ231
Step 28538: (232, 117) -> Ö233
Step 28539: (233, 119) -> Ø234
Step 28540: (235, 120) -> Ù236
Step 28541: (237, 121) -> Ú238
Step 28542: (236, 119) -> Ø237
Step 28543: (238, 120) -> Ù239
Step 28544: (240, 121) -> Ú241
Step 28545: (242, 122) -> Û243
Step 28546: (243, 124) -> Ý244
Step 28547: (244, 126) -> ß245
Step 28548: (245, 128) -> á246
Step 28549: (244, 130) -> ã245
Step 28550: (243, 132) -> å244
Step 28551: (242, 134) -> ç243
Step 28552: (241, 136) -> é242
Step 28553: (240, 138) -> ë241
Step 28554: (239, 140) -> í240
Step 28555: (238, 142) -> ï239
Step 28556: (237, 144) -> ñ238
Step 28557: (236, 146) -> ó237
Step 28558: (235, 148) -> õ236
Step 28559: (234, 150) -> ÷235
Step 28560: (233, 152) -> ù234
Step 28561: (232, 154) -> û233
Step 28562: (231, 156) -> ý232
Step 28563: (230, 158) -> ÿ231
Step 28564: (229, 160) -> ā230
Step 28565: (228, 162) -> ă229
Step 28566: (227, 164) -> ą228
Step 28567: (226, 166) -> ć227
Step 28568: (225, 168) -> ĉ226
Step 28569: (224, 170) -> ċ225
Step 28570: (223, 172) -> č224
Step 28571: (222, 174) -> ď223
Step 28572: (221, 176) -> đ222
Step 28573: (220, 178) -> ē221
Step 28574: (219, 180) -> ĕ220
Step 28575: (218, 182) -> ė219
Step 28576: (216, 183) -> Ę217
Step 28577: (215, 185) -> Ě216
Step 28578: (214, 187) -> Ĝ215
Step 28579: (212, 188) -> ĝ213
Step 28580: (211, 190) -> ğ212
Step 28581: (210, 192) -> ġ211
Step 28582: (209, 194) -> ģ210
Step 28583: (207, 195) -> Ĥ208
Step 28584: (208, 197) -> Ħ209
Step 28585: (207, 199) -> Ĩ208
Step 28586: (206, 201) -> Ī207
Step 28587: (205, 203) -> Ĭ206
Step 28588: (204, 205) -> Į205
Step 28589: (203, 207) -> İ204
Step 28590: (202, 209) -> Ĳ203
Step 28591: (200, 210) -> ĳ201
Step 28592: (199, 212) -> ĵ200
Step 28593: (197, 213) -> Ķ198
Step 28594: (199, 214) -> ķ200
Step 28595: (198, 216) -> Ĺ199
Step 28596: (196, 215) -> ĸ197
Step 28597: (195, 217) -> ĺ196
Step 28598: (197, 216) -> Ĺ198
Step 28599: (196, 218) -> Ļ197
Step 28600: (198, 217) -> ĺ199
Step 28601: (197, 219) -> ļ198
Step 28602: (196, 221) -> ľ197
Step 28603: (195, 223) -> ŀ196
Step 28604: (194, 225) -> ł195
Step 28605: (193, 227) -> ń194
Step 28606: (192, 229) -> ņ193
Step 28607: (191, 231) -> ň192
Step 28608: (190, 233) -> Ŋ191
Step 28609: (189, 235) -> Ō190
Step 28610: (188, 237) -> Ŏ189
Step 28611: (187, 239) -> Ő188
Step 28612: (186, 241) -> Œ187
Step 28613: (185, 243) -> Ŕ186
Step 28614: (184, 245) -> Ŗ185
Step 28615: (182, 246) -> ŗ183
Step 28616: (183, 244) -> ŕ184
Step 28617: (184, 242) -> œ185
Step 28618: (185, 240) -> ő186
Step 28619: (186, 238) -> ŏ187
Step 28620: (187, 236) -> ō188
Step 28621: (188, 234) -> ŋ189
Step 28622: (189, 232) -> ŉ190
Step 28623: (190, 230) -> Ň191
Step 28624: (191, 228) -> Ņ192
Step 28625: (192, 226) -> Ń193
Step 28626: (193, 224) -> Ł194
Step 28627: (194, 222) -> Ŀ195
Step 28628: (195, 220) -> Ľ196
Step 28629: (193, 221) -> ľ194
Step 28630: (194, 219) -> ļ195
Step 28631: (192, 220) -> Ľ193
Step 28632: (194, 221) -> ľ195
Step 28633: (193, 223) -> ŀ194
Step 28634: (192, 225) -> ł193
Step 28635: (194, 224) -> Ł195
Step 28636: (193, 226) -> Ń194
Step 28637: (192, 228) -> Ņ193
Step 28638: (191, 230) -> Ň192
Step 28639: (190, 232) -> ŉ191
Step 28640: (188, 233) -> Ŋ189
Step 28641: (187, 235) -> Ō188
Step 28642: (186, 237) -> Ŏ187
Step 28643: (185, 239) -> Ő186
Step 28644: (184, 241) -> Œ185
Step 28645: (183, 243) -> Ŕ184
Step 28646: (182, 245) -> Ŗ183
Step 28647: (184, 244) -> ŕ185
Step 28648: (182, 243) -> Ŕ183
Step 28649: (183, 241) -> Œ184
Step 28650: (184, 239) -> Ő185
Step 28651: (185, 237) -> Ŏ186
Step 28652: (186, 235) -> Ō187
Step 28653: (187, 233) -> Ŋ188
Step 28654: (188, 231) -> ň189
Step 28655: (189, 229) -> ņ190
Step 28656: (190, 227) -> ń191
Step 28657: (191, 225) -> ł192
Step 28658: (192, 223) -> ŀ193
Step 28659: (190, 224) -> Ł191
Step 28660: (191, 226) -> Ń192
Step 28661: (190, 228) -> Ņ191
Step 28662: (189, 230) -> Ň190
Step 28663: (188, 232) -> ŉ189
Step 28664: (187, 234) -> ŋ188
Step 28665: (186, 236) -> ō187
Step 28666: (185, 238) -> ŏ186
Step 28667: (184, 240) -> ő185
Step 28668: (183, 242) -> œ184
Step 28669: (182, 244) -> ŕ183
Step 28670: (181, 246) -> ŗ182
Step 28671: (179, 247) -> Ř180
Step 28672: (180, 245) -> Ŗ181
Step 28673: (181, 243) -> Ŕ182
Step 28674: (182, 241) -> Œ183
Step 28675: (183, 239) -> Ő184
Step 28676: (184, 237) -> Ŏ185
Step 28677: (185, 235) -> Ō186
Step 28678: (186, 233) -> Ŋ187
Step 28679: (187, 231) -> ň188
Step 28680: (188, 229) -> ņ189
Step 28681: (189, 231) -> ň190
Step 28682: (190, 229) -> ņ191
Step 28683: (191, 227) -> ń192
Step 28684: (189, 226) -> Ń190
Step 28685: (188, 228) -> Ņ189
Step 28686: (187, 230) -> Ň188
Step 28687: (186, 232) -> ŉ187
Step 28688: (185, 234) -> ŋ186
Step 28689: (184, 236) -> ō185
Step 28690: (183, 238) -> ŏ184
Step 28691: (182, 240) -> ő183
Step 28692: (181, 242) -> œ182
Step 28693: (180, 244) -> ŕ181
Step 28694: (178, 245) -> Ŗ179
Step 28695: (180, 246) -> ŗ181
Step 28696: (181, 244) -> ŕ182
Step 28697: (182, 242) -> œ183
Step 28698: (183, 240) -> ő184
Step 28699: (184, 238) -> ŏ185
Step 28700: (185, 236) -> ō186
Step 28701: (186, 234) -> ŋ187
Step 28702: (187, 232) -> ŉ188
